accuracy,precision,recall,f1,roc_auc,model,train_time_sec,epochs_ran
0.8005467056272976,0.794137796046193,0.9984619170665683,0.8846552194058327,0.9854414253400913,Random Forest,4.19613790512085,
0.7816005278537091,0.778430057027843,0.9993540051679587,0.8751650009428625,0.9942820620513966,XGBoost,1.1193218231201172,
0.7660476953530022,0.7660476953530022,1.0,0.8675277540563621,0.9969012230126555,Vanilla MLP,71.58925342559814,15.0
0.9924121029314733,0.9962992660210942,0.9937861449489357,0.9950411186743463,0.9983663399609959,CyberDetect-MLP,195.04889106750488,24.0
