Dataset,SampleRows,TopKFeatures,Resampling,Accuracy,Precision,Recall,F1-Score,ROC-AUC,TrainingTimeSec
CSE-CIC-IDS2018,500000,30,class_weight,0.85812,0.9978558301000613,0.40822890559732666,0.5794154265725974,0.8478379507252662,64.46452498435974
